id,name,type,height,weight,attack,defense,hp,sp_atk,sp_def,speed,total,abilities,weakness,capture_location
353,shuppet,['ghost'],0.6,2.3,75.0,35.0,44.0,63.0,33.0,45.0,295.0,"['insomnia', 'frisk']","['ghost', 'dark']","['mt-pyre-1f', 'mt-pyre-2f', 'mt-pyre-3f', 'mt-pyre-4f', 'mt-pyre-5f', 'mt-pyre-6f', 'mt-pyre-outside', 'mt-pyre-summit', 'hoenn-route-121-area', 'hoenn-route-123-area', 'thrifty-megamart-abandoned-site']"
354,banette,['ghost'],1.1,12.5,115.0,65.0,64.0,83.0,63.0,65.0,455.0,"['insomnia', 'frisk']","['ghost', 'dark']","['stark-mountain-area', 'sinnoh-route-225-area', 'sinnoh-route-227-area', 'sinnoh-sea-route-226-area', 'sky-pillar-1f', 'sky-pillar-3f', 'sky-pillar-5f', 'unova-victory-road-2-unknown-area-71', 'unova-victory-road-2-unknown-area-78', 'strange-house-1f', 'strange-house-b1f', 'poke-pelago-poni-island-reached', 'poke-pelago-elite-four-defeated']"
355,duskull,['ghost'],0.8,15.0,40.0,90.0,20.0,30.0,90.0,25.0,295.0,['levitate'],"['ghost', 'dark']","['turnback-cave-pillar-1', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'sinnoh-route-209-area', 'lost-tower-1f', 'lost-tower-2f', 'lost-tower-3f', 'lost-tower-4f', 'lost-tower-5f', 'sinnoh-route-224-area', 'mt-pyre-1f', 'mt-pyre-2f', 'mt-pyre-3f', 'mt-pyre-4f', 'mt-pyre-5f', 'mt-pyre-6f', 'mt-pyre-outside', 'mt-pyre-summit', 'hoenn-route-121-area', 'hoenn-route-123-area']"
356,dusclops,['ghost'],1.6,30.6,70.0,130.0,40.0,60.0,130.0,25.0,455.0,['pressure'],"['ghost', 'dark']","['sendoff-spring-area', 'turnback-cave-pillar-1', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-before-pillar-1', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'sinnoh-route-224-area', 'sky-pillar-1f', 'sky-pillar-3f', 'sky-pillar-5f']"
357,tropius,"['grass', 'flying']",2.0,100.0,68.0,83.0,99.0,72.0,87.0,51.0,460.0,"['chlorophyll', 'solar power']","['fire', 'ice', 'poison', 'flying', 'rock']","['great-marsh-area-1', 'great-marsh-area-2', 'hoenn-route-119-area', 'unova-route-14-area', 'unova-route-18-area', 'exeggutor-island-area', 'poke-pelago-elite-four-defeated']"
358,chimecho,['psychic'],0.6,1.0,50.0,80.0,75.0,95.0,90.0,65.0,455.0,['levitate'],"['bug', 'ghost', 'dark']","['mt-coronet-4f-small-room', 'mt-coronet-5f', 'mt-coronet-6f', 'sendoff-spring-area', 'turnback-cave-pillar-2', 'turnback-cave-pillar-3', 'turnback-cave-between-pillars-1-and-2', 'turnback-cave-between-pillars-2-and-3', 'turnback-cave-after-pillar-3', 'mt-pyre-summit', 'abundant-shrine-area']"
359,absol,['dark'],1.2,47.0,130.0,60.0,65.0,75.0,60.0,75.0,465.0,"['pressure', 'super luck']","['fighting', 'bug', 'fairy']","['mt-coronet-exterior-snowfall', 'mt-coronet-exterior-blizzard', 'sinnoh-route-213-area', 'union-cave-1f', 'union-cave-b1f', 'union-cave-b2f', 'slowpoke-well-1f', 'slowpoke-well-b1f', 'whirl-islands-1f', 'whirl-islands-b1f', 'whirl-islands-b2f', 'whirl-islands-b3f', 'mt-mortar-1f', 'mt-mortar-lower-cave', 'mt-mortar-upper-cave', 'mt-mortar-b1f', 'ice-path-1f', 'ice-path-b1f', 'ice-path-b2f', 'ice-path-b3f', 'dark-cave-violet-city-entrance', 'dark-cave-blackthorn-city-entrance', 'seafoam-islands-1f', 'seafoam-islands-b1f', 'seafoam-islands-b2f', 'seafoam-islands-b3f', 'seafoam-islands-b4f', 'mt-silver-2f', 'mt-silver-1f-top', 'mt-silver-4f', 'johto-route-47-inside-cave', 'mt-silver-1f', 'mt-silver-mountainside', 'mt-silver-3f', 'mt-silver-top', 'mt-moon-1f', 'mt-moon-2f', 'rock-tunnel-1f', 'rock-tunnel-b1f', 'kanto-victory-road-1-1f', 'tohjo-falls-area', 'digletts-cave-area', 'kanto-victory-road-1-2f', 'kanto-victory-road-1-3f', 'cerulean-cave-1f', 'cerulean-cave-2f', 'cerulean-cave-b1f', 'hoenn-route-120-area', 'giant-chasm-outside', 'unova-route-13-area', 'unova-route-14-area', 'kalos-route-8-area', 'alola-route-14-area', 'mount-lanakila-base', 'mount-lanakila-cave', 'mount-lanakila-outside', 'tapu-village-area']"
360,wynaut,['psychic'],0.6,14.0,23.0,48.0,95.0,23.0,48.0,23.0,260.0,['shadow tag'],"['bug', 'ghost', 'dark']","['hoenn-route-130-area', 'lavaridge-town-area']"
361,snorunt,['ice'],0.7,16.8,50.0,50.0,50.0,50.0,50.0,50.0,300.0,"['inner focus', 'ice body']","['fire', 'fighting', 'rock', 'steel']","['lake-acuity-area', 'acuity-lakefront-area', 'sinnoh-route-216-area', 'sinnoh-route-217-area', 'shoal-cave-b1f', 'alola-route-14-area', 'mount-lanakila-base', 'mount-lanakila-cave', 'mount-lanakila-outside', 'tapu-village-area']"
362,glalie,['ice'],1.5,256.5,80.0,80.0,80.0,80.0,80.0,80.0,480.0,"['inner focus', 'ice body']","['fire', 'fighting', 'rock', 'steel']","['mount-lanakila-cave', 'mount-lanakila-outside']"
363,spheal,"['ice', 'water']",0.8,39.5,40.0,50.0,70.0,55.0,50.0,25.0,290.0,"['thick fat', 'ice body']","['grass', 'electric', 'fighting', 'rock']","['sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'shoal-cave-area', 'shoal-cave-b1f', 'undella-bay-area', 'alola-route-7-area']"
364,sealeo,"['ice', 'water']",1.1,87.6,60.0,70.0,90.0,75.0,70.0,45.0,410.0,"['thick fat', 'ice body']","['grass', 'electric', 'fighting', 'rock']","['sinnoh-sea-route-226-area', 'sinnoh-sea-route-230-area', 'undella-bay-area', 'johto-safari-zone-zone-mountain']"
365,walrein,"['ice', 'water']",1.4,150.6,80.0,90.0,110.0,95.0,90.0,65.0,530.0,"['thick fat', 'ice body']","['grass', 'electric', 'fighting', 'rock']",['undella-bay-area']
366,clamperl,['water'],0.4,52.5,64.0,85.0,35.0,74.0,55.0,32.0,345.0,['shell armor'],"['grass', 'electric']","['sinnoh-route-219-area', 'sinnoh-route-221-area', 'kanto-sea-route-19-area', 'hoenn-route-124-underwater', 'hoenn-route-126-underwater', 'unova-route-4-area', 'kalos-route-12-area', 'alola-route-15-main', 'hauoli-city-beachfront', 'melemele-sea-area']"
367,huntail,['water'],1.7,27.0,104.0,105.0,55.0,94.0,75.0,52.0,485.0,['swift swim'],"['grass', 'electric']","['unova-route-4-area', 'kalos-route-12-area', 'alola-route-15-main', 'hauoli-city-beachfront', 'melemele-sea-area']"
368,gorebyss,['water'],1.8,22.6,84.0,105.0,55.0,114.0,75.0,52.0,485.0,['swift swim'],"['grass', 'electric']","['unova-route-4-area', 'kalos-route-12-area', 'alola-route-15-main', 'hauoli-city-beachfront', 'melemele-sea-area']"
369,relicanth,"['water', 'rock']",1.0,23.4,90.0,130.0,100.0,45.0,65.0,55.0,485.0,"['rock head', 'swift swim']","['grass', 'electric', 'fighting', 'ground']","['sinnoh-sea-route-226-area', 'kanto-route-12-area', 'hoenn-route-124-underwater', 'hoenn-route-126-underwater', 'unova-route-4-area', 'ambrette-town-area', 'cyllage-city-area', 'ancient-poni-path-area', 'poni-breaker-coast-area', 'poni-wilds-area']"
370,luvdisc,['water'],0.6,8.7,30.0,55.0,43.0,40.0,65.0,97.0,330.0,['swift swim'],"['grass', 'electric']","['sinnoh-pokemon-league-area', 'sinnoh-route-224-area', 'kanto-route-27-area', 'ever-grande-city-area', 'hoenn-route-128-area', 'driftveil-city-area', 'undella-bay-area', 'unova-route-4-area', 'unova-route-13-area', 'undella-town-area', 'humilau-city-area', 'seaside-cave-1f', 'unova-route-21-area', 'ambrette-town-area', 'cyllage-city-area', 'shalour-city-area', 'kalos-route-8-area', 'kalos-route-12-area', 'azure-bay-area', 'alola-route-9-main', 'hauoli-city-beachfront', 'melemele-sea-area']"
371,bagon,['dragon'],0.6,42.1,75.0,60.0,45.0,40.0,30.0,50.0,300.0,['rock head'],"['ice', 'dragon', 'fairy']","['sinnoh-route-210-west-towards-celestic-town', 'meteor-falls-backsmall-room', 'kalos-route-8-area', 'alola-route-3-south', 'kalae-bay-area']"
372,shelgon,['dragon'],1.1,110.5,95.0,100.0,65.0,60.0,50.0,50.0,420.0,['rock head'],"['ice', 'dragon', 'fairy']",['kalae-bay-area']
373,salamence,"['dragon', 'flying']",1.5,102.6,135.0,80.0,95.0,110.0,80.0,100.0,600.0,['intimidate'],"['ice', 'rock', 'dragon', 'fairy']",['alola-route-3-south']
374,beldum,"['steel', 'psychic']",0.6,95.2,55.0,80.0,40.0,35.0,60.0,30.0,300.0,['clear body'],"['fire', 'ground', 'ghost', 'dark']","['sinnoh-route-228-area', 'mossdeep-city-stevens-house', 'mount-hokulani-main', 'mount-hokulani-east', 'mount-hokulani-west']"
375,metang,"['steel', 'psychic']",1.2,202.5,75.0,100.0,60.0,55.0,80.0,50.0,420.0,['clear body'],"['fire', 'ground', 'ghost', 'dark']","['giant-chasm-forest', 'giant-chasm-forest-cave', 'poke-pelago-poni-island-reached', 'poke-pelago-elite-four-defeated']"
376,metagross,"['steel', 'psychic']",1.6,550.0,135.0,130.0,80.0,95.0,90.0,70.0,600.0,['clear body'],"['fire', 'ground', 'ghost', 'dark']","['giant-chasm-forest', 'giant-chasm-forest-cave']"
377,regirock,['rock'],1.7,230.0,100.0,200.0,80.0,50.0,100.0,50.0,580.0,['clear body'],"['water', 'grass', 'fighting', 'ground', 'steel']","['underground-ruins-area', 'desert-ruins-area', 'ultra-space-wilds-cave', 'ultra-space-ultra-space-wilds-cave']"
378,regice,['ice'],1.8,175.0,50.0,100.0,80.0,100.0,200.0,50.0,580.0,['clear body'],"['fire', 'fighting', 'rock', 'steel']","['underground-ruins-area', 'island-cave-area', 'ultra-space-wilds-cave', 'ultra-space-ultra-space-wilds-cave']"
379,registeel,['steel'],1.9,205.0,75.0,150.0,80.0,75.0,150.0,50.0,580.0,['clear body'],"['fire', 'fighting', 'ground']","['underground-ruins-area', 'ancient-tomb-area', 'ultra-space-wilds-cave', 'ultra-space-ultra-space-wilds-cave']"
380,latias,"['dragon', 'psychic']",1.4,40.0,80.0,90.0,80.0,110.0,130.0,110.0,600.0,['levitate'],"['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']","['dreamyard-area', 'southern-island-area', 'roaming-johto-area', 'roaming-hoenn-area', 'ultra-space-wilds-waterfall', 'ultra-space-ultra-space-wilds-water']"
381,latios,"['dragon', 'psychic']",2.0,60.0,90.0,80.0,80.0,130.0,110.0,110.0,600.0,['levitate'],"['ice', 'bug', 'ghost', 'dragon', 'dark', 'fairy']","['dreamyard-area', 'southern-island-area', 'roaming-johto-area', 'roaming-hoenn-area', 'ultra-space-wilds-waterfall', 'ultra-space-ultra-space-wilds-water']"
382,kyogre,['water'],4.5,352.0,100.0,90.0,100.0,150.0,140.0,90.0,670.0,['drizzle'],"['grass', 'electric']","['cave-of-origin-b4f', 'marine-cave-area', 'embedded-tower-kyogre-room', 'ultra-space-wilds-waterfall', 'ultra-space-ultra-space-wilds-water']"
383,groudon,['ground'],3.5,950.0,150.0,140.0,100.0,100.0,90.0,90.0,670.0,['drought'],"['water', 'grass', 'ice']","['cave-of-origin-b4f', 'terra-cave-area', 'embedded-tower-groundon-room', 'ultra-space-wilds-cave', 'ultra-space-ultra-space-wilds-cave']"
384,rayquaza,"['dragon', 'flying']",7.0,206.5,150.0,90.0,105.0,150.0,90.0,95.0,680.0,['air lock'],"['ice', 'rock', 'dragon', 'fairy']","['sky-pillar-apex', 'embedded-tower-rayquaza-room', 'ultra-space-wilds-cliff', 'ultra-space-ultra-space-wilds-cliff']"
385,jirachi,"['steel', 'psychic']",0.3,1.1,100.0,100.0,100.0,100.0,100.0,100.0,600.0,['serene grace'],"['fire', 'ground', 'ghost', 'dark']",[]
386,deoxys,['psychic'],1.7,60.8,150.0,50.0,50.0,150.0,50.0,150.0,600.0,['pressure'],"['bug', 'ghost', 'dark']","['sky-pillar-apex', 'birth-island-area']"
387,turtwig,['grass'],0.4,10.2,68.0,64.0,55.0,45.0,55.0,31.0,318.0,['overgrow'],"['fire', 'ice', 'poison', 'flying', 'bug']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']"
388,grotle,['grass'],1.1,97.0,89.0,85.0,75.0,55.0,65.0,36.0,405.0,['overgrow'],"['fire', 'ice', 'poison', 'flying', 'bug']",['ulaula-meadow-area']
389,torterra,"['grass', 'ground']",2.2,310.0,109.0,105.0,95.0,75.0,85.0,56.0,525.0,['overgrow'],"['fire', 'ice', 'flying', 'bug']",[]
390,chimchar,['fire'],0.5,6.2,58.0,44.0,44.0,58.0,44.0,61.0,309.0,['blaze'],"['water', 'ground', 'rock']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']"
391,monferno,"['fire', 'fighting']",0.9,22.0,78.0,52.0,64.0,78.0,52.0,81.0,405.0,['blaze'],"['water', 'ground', 'flying', 'psychic']",['alola-route-11-area']
392,infernape,"['fire', 'fighting']",1.2,55.0,104.0,71.0,76.0,104.0,71.0,108.0,534.0,['blaze'],"['water', 'ground', 'flying', 'psychic']",[]
393,piplup,['water'],0.4,5.2,51.0,53.0,53.0,61.0,56.0,40.0,314.0,['torrent'],"['grass', 'electric']","['lake-verity-before-galactic-intervention', 'sinnoh-route-201-area', 'hoenn-route-101-area']"
394,prinplup,['water'],0.8,23.0,66.0,68.0,64.0,81.0,76.0,50.0,405.0,['torrent'],"['grass', 'electric']",['alola-route-16-main']
395,empoleon,"['water', 'steel']",1.7,84.5,86.0,88.0,84.0,111.0,101.0,60.0,530.0,['torrent'],"['electric', 'fighting', 'ground']",[]
396,starly,"['normal', 'flying']",0.3,2.0,55.0,30.0,40.0,30.0,30.0,60.0,245.0,['keen eye'],"['electric', 'ice', 'rock']","['great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-209-area', 'sinnoh-route-212-north-towards-hearthome-city']"
397,staravia,"['normal', 'flying']",0.6,15.5,75.0,50.0,55.0,40.0,40.0,80.0,340.0,['intimidate'],"['electric', 'ice', 'rock']","['sendoff-spring-area', 'trophy-garden-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'valor-lakefront-area', 'sinnoh-route-209-area', 'sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-215-area', 'kalos-route-11-area', 'alola-route-10-area']"
398,staraptor,"['normal', 'flying']",1.2,24.9,120.0,70.0,85.0,50.0,60.0,100.0,485.0,['intimidate'],"['electric', 'ice', 'rock']",[]
399,bidoof,['normal'],0.5,20.0,45.0,40.0,59.0,35.0,40.0,31.0,250.0,"['simple', 'unaware']",['fighting'],"['valley-windworks-area', 'eterna-forest-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-211-west-towards-eterna-city', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ruins-of-alph-outside', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-42-area', 'johto-route-43-area', 'johto-route-44-area', 'johto-route-45-area', 'johto-route-47-area', 'mt-silver-outside', 'unknown-all-rattata-area', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'kalos-route-3-area', 'kalos-route-22-area']"
400,bibarel,"['normal', 'water']",1.0,31.5,85.0,60.0,79.0,55.0,60.0,71.0,410.0,"['simple', 'unaware']","['grass', 'electric', 'fighting']","['great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sendoff-spring-area', 'lake-verity-before-galactic-intervention', 'lake-verity-after-galactic-intervention', 'lake-valor-area', 'lake-acuity-area', 'valor-lakefront-area', 'sinnoh-route-208-area', 'sinnoh-route-209-area', 'sinnoh-route-210-west-towards-celestic-town', 'sinnoh-route-212-east-towards-pastoria-city', 'village-bridge-area', 'kalos-route-22-area']"
401,kricketot,['bug'],0.3,2.2,25.0,41.0,37.0,25.0,41.0,25.0,194.0,['shed skin'],"['fire', 'flying', 'rock']","['eterna-forest-area', 'sinnoh-route-201-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-206-area', 'sinnoh-route-207-area', 'viridian-forest-area']"
402,kricketune,['bug'],1.0,25.5,85.0,51.0,77.0,55.0,51.0,65.0,384.0,['swarm'],"['fire', 'flying', 'rock']","['trophy-garden-area', 'valor-lakefront-area', 'sinnoh-route-206-area', 'sinnoh-route-210-south-towards-solaceon-town', 'sinnoh-route-212-north-towards-hearthome-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-214-area', 'sinnoh-route-215-area', 'dreamyard-area', 'dreamyard-b1f']"
403,shinx,['electric'],0.5,9.5,65.0,34.0,45.0,40.0,34.0,45.0,263.0,"['intimidate', 'rivalry']",['ground'],"['valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-202-area', 'sinnoh-route-203-area', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'johto-route-29-area', 'johto-route-33-area', 'national-park-area', 'johto-route-36-area', 'johto-route-37-area', 'johto-route-38-area', 'johto-route-39-area', 'johto-route-46-area', 'johto-route-48-area', 'kanto-route-1-area', 'kanto-route-2-south-towards-viridian-city', 'kanto-route-3-area', 'kanto-route-5-area', 'kanto-route-7-area', 'kanto-route-8-area', 'kanto-route-11-area', 'kanto-route-14-area', 'kanto-route-15-area', 'kanto-route-16-area', 'kanto-route-17-area', 'kanto-route-18-area', 'kanto-route-2-north-towards-pewter-city']"
404,luxio,['electric'],0.9,30.5,85.0,49.0,60.0,60.0,49.0,60.0,363.0,"['intimidate', 'rivalry']",['ground'],"['fuego-ironworks-area', 'sinnoh-route-222-area', 'alola-route-8-main']"
405,luxray,['electric'],1.4,42.0,120.0,79.0,80.0,95.0,79.0,70.0,523.0,"['intimidate', 'rivalry']",['ground'],[]
406,budew,"['grass', 'poison']",0.2,1.2,30.0,35.0,40.0,50.0,70.0,55.0,280.0,"['poison point', 'natural cure']","['fire', 'ice', 'flying', 'psychic']","['eterna-forest-area', 'great-marsh-area-1', 'great-marsh-area-2', 'great-marsh-area-3', 'great-marsh-area-4', 'great-marsh-area-5', 'great-marsh-area-6', 'sinnoh-route-204-south-towards-jubilife-city', 'sinnoh-route-204-north-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-208-area', 'sinnoh-route-212-north-towards-hearthome-city', 'ilex-forest-area', 'viridian-forest-area', 'kalos-route-4-area']"
407,roserade,"['grass', 'poison']",0.9,14.5,70.0,65.0,60.0,125.0,105.0,90.0,515.0,"['poison point', 'natural cure']","['fire', 'ice', 'flying', 'psychic']","['unova-route-12-area', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-72']"
408,cranidos,['rock'],0.9,31.5,125.0,40.0,67.0,30.0,30.0,58.0,350.0,['mold breaker'],"['water', 'grass', 'fighting', 'ground', 'steel']",['alola-route-8-fossil-restoration-center']
409,rampardos,['rock'],1.6,102.5,165.0,60.0,97.0,65.0,50.0,58.0,495.0,['mold breaker'],"['water', 'grass', 'fighting', 'ground', 'steel']",[]
410,shieldon,"['rock', 'steel']",0.5,57.0,42.0,118.0,30.0,42.0,88.0,30.0,350.0,['sturdy'],"['water', 'fighting', 'ground']",['alola-route-8-fossil-restoration-center']
411,bastiodon,"['rock', 'steel']",1.3,149.5,52.0,168.0,60.0,47.0,138.0,30.0,495.0,['sturdy'],"['water', 'fighting', 'ground']",[]
412,burmy,['bug'],0.2,3.4,29.0,45.0,40.0,29.0,45.0,36.0,224.0,['shed skin'],"['fire', 'flying', 'rock']",['kalos-route-3-area']
413,wormadam,"['bug', 'grass']",0.5,6.5,59.0,85.0,60.0,79.0,105.0,36.0,424.0,['anticipation'],"['fire', 'ice', 'poison', 'flying', 'bug', 'rock']",[]
414,mothim,"['bug', 'flying']",0.9,23.3,94.0,50.0,70.0,94.0,50.0,66.0,424.0,['swarm'],"['fire', 'electric', 'ice', 'flying', 'rock']",[]
415,combee,"['bug', 'flying']",0.3,5.5,30.0,42.0,30.0,30.0,42.0,70.0,244.0,['honey gather'],"['fire', 'electric', 'ice', 'flying', 'rock']","['unova-route-12-area', 'lostlorn-forest-area', 'kalos-route-4-area']"
416,vespiquen,"['bug', 'flying']",1.2,38.5,80.0,102.0,70.0,80.0,102.0,40.0,474.0,['pressure'],"['fire', 'electric', 'ice', 'flying', 'rock']","['unova-route-12-area', 'lostlorn-forest-area']"
417,pachirisu,['electric'],0.4,3.9,45.0,70.0,60.0,45.0,90.0,95.0,405.0,"['run away', 'pickup']",['ground'],"['valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'kalos-route-12-area']"
418,buizel,['water'],0.7,29.5,65.0,35.0,55.0,60.0,30.0,85.0,330.0,['swift swim'],"['grass', 'electric']","['valley-windworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-224-area', 'johto-route-30-area', 'johto-route-31-area', 'johto-route-32-area', 'ruins-of-alph-outside', 'johto-route-34-area', 'johto-route-35-area', 'johto-route-42-area', 'johto-route-43-area', 'johto-route-44-area', 'johto-route-45-area', 'johto-route-47-area', 'mt-silver-outside', 'kanto-route-26-area', 'kanto-route-27-area', 'kanto-route-28-area', 'kanto-route-4-area', 'kanto-route-6-area', 'kanto-route-9-area', 'kanto-route-10-area', 'kanto-route-13-area', 'kanto-sea-route-21-area', 'kanto-route-22-area', 'kanto-route-24-area', 'kanto-route-25-area', 'unova-route-11-area', 'unova-route-14-area', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-79', 'nature-sanctuary-area', 'unova-route-23-area']"
419,floatzel,['water'],1.1,33.5,105.0,55.0,85.0,85.0,50.0,115.0,495.0,['swift swim'],"['grass', 'electric']","['fuego-ironworks-area', 'sinnoh-victory-road-b1f', 'sinnoh-victory-road-inside-b1f', 'sinnoh-victory-road-inside', 'sinnoh-victory-road-inside-exit', 'sinnoh-route-213-area', 'sinnoh-route-218-area', 'sinnoh-route-221-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sinnoh-sea-route-230-area', 'unova-route-11-area', 'unova-route-14-area', 'lostlorn-forest-area', 'unova-victory-road-2-unknown-area-73', 'unova-victory-road-2-unknown-area-79', 'nature-sanctuary-area', 'unova-route-23-area', 'couriway-town-area', 'kalos-route-15-area', 'kalos-route-16-area', 'kalos-route-21-area', 'frost-cavern-unknown-area-313', 'frost-cavern-unknown-area-315', 'kalos-victory-road-unknown-area-322', 'kalos-victory-road-unknown-area-327', 'kalos-victory-road-unknown-area-328', 'ultra-space-wilds-waterfall']"
420,cherubi,['grass'],0.4,3.3,35.0,45.0,45.0,62.0,53.0,35.0,275.0,['chlorophyll'],"['fire', 'ice', 'poison', 'flying', 'bug']",[]
421,cherrim,['grass'],0.5,9.3,60.0,70.0,70.0,87.0,78.0,85.0,450.0,['flower gift'],"['fire', 'ice', 'poison', 'flying', 'bug']",['unova-route-12-area']
422,shellos,['water'],0.3,6.3,48.0,48.0,76.0,57.0,62.0,34.0,325.0,"['sticky hold', 'storm drain']","['grass', 'electric']","['canalave-city-area', 'pastoria-city-area', 'valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-205-east-towards-eterna-city', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-218-area', 'sinnoh-route-221-area', 'sinnoh-route-224-area', 'seafolk-village-main']"
423,gastrodon,"['water', 'ground']",0.9,29.9,83.0,68.0,111.0,92.0,82.0,39.0,475.0,"['sticky hold', 'storm drain']",['grass'],"['canalave-city-area', 'pastoria-city-area', 'valley-windworks-area', 'fuego-ironworks-area', 'sinnoh-route-205-south-towards-floaroma-town', 'sinnoh-route-212-east-towards-pastoria-city', 'sinnoh-route-213-area', 'sinnoh-route-218-area', 'sinnoh-route-221-area', 'sinnoh-route-222-area', 'sinnoh-route-224-area', 'sinnoh-sea-route-230-area', 'ancient-poni-path-area', 'exeggutor-island-area', 'poni-breaker-coast-area', 'poni-wilds-area']"
424,ambipom,['normal'],1.2,20.3,100.0,66.0,75.0,60.0,66.0,115.0,482.0,"['pickup', 'technician']",['fighting'],['poni-plains-west']
425,drifloon,"['ghost', 'flying']",0.4,1.2,50.0,34.0,90.0,60.0,44.0,70.0,348.0,"['aftermath', 'unburden']","['electric', 'ice', 'rock', 'ghost', 'dark']","['valley-windworks-area', 'kalos-route-8-area', 'alola-route-1-trainers-school', 'hauoli-cemetery-area', 'trainers-school-area']"
426,drifblim,"['ghost', 'flying']",1.2,15.0,80.0,44.0,150.0,90.0,54.0,80.0,498.0,"['aftermath', 'unburden']","['electric', 'ice', 'rock', 'ghost', 'dark']","['giant-chasm-outside', 'unova-route-13-area', 'unova-route-14-area', 'reversal-mountain-unknown-area-48', 'poke-pelago-poni-island-reached', 'poke-pelago-ulaula-island-reached', 'poke-pelago-elite-four-defeated']"
427,buneary,['normal'],0.4,5.5,66.0,44.0,55.0,44.0,56.0,85.0,350.0,"['run away', 'klutz']",['fighting'],"['eterna-forest-area', 'kanto-route-25-area', 'castelia-city-area', 'alola-route-1-east', 'alola-route-1-west', 'poni-grove-area']"
428,lopunny,['normal'],1.2,33.3,76.0,84.0,65.0,54.0,96.0,105.0,480.0,"['cute charm', 'klutz']",['fighting'],"['castelia-city-area', 'poni-grove-area']"
429,mismagius,['ghost'],0.9,4.4,60.0,60.0,60.0,105.0,105.0,105.0,495.0,['levitate'],"['ghost', 'dark']","['abundant-shrine-area', 'poke-pelago-elite-four-defeated']"
430,honchkrow,"['dark', 'flying']",0.9,27.3,125.0,52.0,100.0,105.0,52.0,71.0,505.0,"['insomnia', 'super luck']","['electric', 'ice', 'rock', 'fairy']","['abundant-shrine-area', 'poke-pelago-elite-four-defeated']"
